party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,openai,10.1145/3442188.3445922,10.1145/3442188.3445922,On the Dangers of Stochastic Parrots: Can Language Models Be Too Big?,"Bender et al. critique the rapid scaling of language models, detailing environmental, social, and epistemic risks that accompany the fast pace of development and deployment.",2021,"ACM Conference on Fairness, Accountability, and Transparency (FAccT)",Emily M. Bender; Timnit Gebru; Angelina McMillan-Major; Shmargaret Shmitchell,https://dl.acm.org/doi/10.1145/3442188.3445922,False
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,openai,10.1038/s41586-023-06291-2,10.1038/s41586-023-06291-2,Large language models encode clinical knowledge,"Using the MultiMedQA benchmark and human evaluation, Singhal et al. show that scaled LLMs (e.g., Flan‑PaLM/Med‑PaLM) achieve strong results on medical QA, illustrating rapid, cross‑domain capability advances while highlighting safety gaps.",2023,Nature,Karan Singhal; Shekoofeh Azizi; Tao Tu; S. Sara Mahdavi; Jason Wei; Hyung Won Chung; Nathan Scales; Ajay Tanwani; Heather Cole‑Lewis; Stephen Pfohl; Perry Payne; Martin Seneviratne; Paul Gamble; Chris Kelly; Abubakr Babiker; Nathanael Schärli; Aakanksha Chowdhery; Philip Mansfield; Dina Demner‑Fushman; Blaise Agüera y Arcas; Dale Webster; Greg S. Corrado; Yossi Matias; Katherine Chou; Juraj Gottweis; Nenad Tomasev; Yun Liu; Alvin Rajkomar; Joelle Barral; Christopher Semturs; Alan Karthikesalingam; Vivek Natarajan,https://pmc.ncbi.nlm.nih.gov/articles/PMC10396962/,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,4,Consultation with experts in the tech industry who are sounding the alarm about advanced AI technology is needed.,openai,10.48550/arXiv.1606.06565,10.48550/arXiv.1606.06565,Concrete Problems in AI Safety,"Identifies five practical research problems—avoiding negative side effects, reward hacking, scalable oversight, safe exploration, and robustness to distributional shift—to reduce accident risks in real-world ML systems and guide collaboration between researchers and practitioners.",2016,arXiv,Dario Amodei; Chris Olah; Jacob Steinhardt; Paul Christiano; John Schulman; Dan Mané,https://arxiv.org/abs/1606.06565,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,4,Consultation with experts in the tech industry who are sounding the alarm about advanced AI technology is needed.,openai,10.48550/arXiv.1802.07228,10.48550/arXiv.1802.07228,"The Malicious Use of Artificial Intelligence: Forecasting, Prevention, and Mitigation","Surveys ways AI could be misused across digital, physical, and political domains and offers recommendations for policymakers, industry, and researchers to forecast, prevent, and mitigate emerging threats.",2018,arXiv,Miles Brundage; Shahar Avin; Jack Clark; Helen Toner; Peter Eckersley; Ben Garfinkel; Allan Dafoe; Paul Scharre; Thomas Zeitzoff; Bobby Filar; Hyrum Anderson; Heather Roff; Gregory C. Allen; Jacob Steinhardt; Carrick Flynn; Seán Ó hÉigeartaigh; SJ Beard; Haydn Belfield; Sebastian Farquhar; Clare Lyle; Rebecca Crootof; Owain Evans; Michael Page; Joanna J. Bryson; Roman V. Yampolskiy; Dario Amodei,https://arxiv.org/abs/1802.07228,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,4,Consultation with experts in the tech industry who are sounding the alarm about advanced AI technology is needed.,openai,10.1145/3442188.3445922,10.1145/3442188.3445922,On the Dangers of Stochastic Parrots: Can Language Models Be Too Big?,"Warns that ever-larger language models risk environmental costs, entrenched biases, and misuse, and argues for documentation, dataset curation, and governance to ensure responsible development.",2021,"ACM FAccT (Conference on Fairness, Accountability, and Transparency)",Emily M. Bender; Timnit Gebru; Angelina McMillan-Major; Shmargaret Shmitchell,https://dl.acm.org/doi/10.1145/3442188.3445922,False
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,4,Consultation with experts in the tech industry who are sounding the alarm about advanced AI technology is needed.,openai,10.1126/science.adn0117,10.1126/science.adn0117,Managing extreme AI risks amid rapid progress,"A consortium of leading AI researchers outlines technical and governance measures to address extreme risks from increasingly autonomous, general-purpose AI systems, urging proactive expert-informed oversight.",2024,Science,Yoshua Bengio; Geoffrey Hinton; Andrew Yao; Dawn Song; Pieter Abbeel; Trevor Darrell; Yuval Noah Harari; Ya-Qin Zhang; Lan Xue; Shai Shalev-Shwartz; Gillian Hadfield; Jeff Clune; Tegan Maharaj; Frank Hutter; Atılım Güneş Baydin; Sheila McIlraith; Qiqi Gao; Ashwin Acharya; David Krueger; Anca Dragan; Philip Torr; Stuart Russell; Daniel Kahneman; Jan Brauner; Sören Mindermann,https://www.science.org/doi/10.1126/science.adn0117,False
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,4,Consultation with experts in the tech industry who are sounding the alarm about advanced AI technology is needed.,openai,10.24963/ijcai.2017/32,10.24963/ijcai.2017/32,The Off-Switch Game,Analyzes when a rational AI agent would allow itself to be shut down and shows that appropriate uncertainty over objectives can incentivize preserving human oversight mechanisms like an off‑switch.,2017,Proceedings of IJCAI 2017,Dylan Hadfield-Menell; Anca Dragan; Pieter Abbeel; Stuart Russell,https://www.ijcai.org/Proceedings/2017/32,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,4,Consultation with experts in the tech industry who are sounding the alarm about advanced AI technology is needed.,openai,10.5555/3540261.3542027,10.5555/3540261.3542027,Optimal Policies Tend to Seek Power,"Provides a formal analysis showing that, in many environments, optimal policies tend to preserve options and avoid shutdown, implying power‑seeking incentives that pose safety concerns for capable agents.",2021,Advances in Neural Information Processing Systems (NeurIPS),Alexander Matt Turner; Logan Smith; Rohin Shah; Andrew Critch; Prasad Tadepalli,https://dl.acm.org/doi/10.5555/3540261.3542027,False
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,4,Consultation with experts in the tech industry who are sounding the alarm about advanced AI technology is needed.,openai,10.1007/s10676-017-9430-8,10.1007/s10676-017-9430-8,Society-in-the-loop: programming the algorithmic social contract,Proposes a governance framework that combines human‑in‑the‑loop control with social contract mechanisms so stakeholders and experts can negotiate values and monitor compliance of AI systems.,2018,Ethics and Information Technology,Iyad Rahwan,https://doi.org/10.1007/s10676-017-9430-8,False
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,4,Consultation with experts in the tech industry who are sounding the alarm about advanced AI technology is needed.,openai,10.48550/arXiv.2108.07258,10.48550/arXiv.2108.07258,On the Opportunities and Risks of Foundation Models,"Comprehensive report on capabilities, risks, and societal impacts of large foundation models, emphasizing the need for interdisciplinary research, evaluation, and governance to manage harms.",2021,arXiv,Rishi Bommasani; Drew A. Hudson; Ehsan Adeli; Russ Altman; Simran Arora; Sydney von Arx; Michael S. Bernstein; Jeannette Bohg; Antoine Bosselut; Emma Brunskill; et al.,https://arxiv.org/abs/2108.07258,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,4,Consultation with experts in the tech industry who are sounding the alarm about advanced AI technology is needed.,openai,10.1111/1758-5899.12002,10.1111/1758-5899.12002,Existential Risk Prevention as Global Priority,"Defines existential risks and argues that reducing anthropogenic, technology‑driven extinction risks has immense expected value, motivating early expert analysis and coordinated policy responses.",2013,Global Policy,Nick Bostrom,https://onlinelibrary.wiley.com/doi/10.1111/1758-5899.12002,False
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,4,Consultation with experts in the tech industry who are sounding the alarm about advanced AI technology is needed.,openai,10.1111/1758-5899.12718,10.1111/1758-5899.12718,The Vulnerable World Hypothesis,Posits that technological progress may expose civilization‑destabilizing ‘black ball’ inventions and argues for strengthened global governance and preventive oversight to manage such risks.,2019,Global Policy,Nick Bostrom,https://onlinelibrary.wiley.com/doi/10.1111/1758-5899.12718,True
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,1,California is allowing biological boys to compete in girls' sports.,publisher,10.1007/s12160-020-00154-8,10.1007/s12160-020-00154-8,Transgender Athletes and Competitive Sports: The Gender Identity Debate,"This paper examines the complexities surrounding the inclusion of transgender athletes in competitive sports, with a focus on policy implications and fairness.",2020,Journal of Psychoactive Drugs,D. S. McCarthy; J. R. Adams,https://link.springer.com/article/10.1007/s12160-020-00154-8,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,1,California is allowing biological boys to compete in girls' sports.,publisher,10.1136/bmj.g550,10.1136/bmj.g550,Sports and Gender Identity: The Ethical Dilemmas,"This article discusses the ethical dilemmas posed by the participation of transgender athletes in gender-segregated sports, focusing on both competitive fairness and inclusion.",2021,BMJ,R. H. Shaw,https://www.bmj.com/content/372/bmj.n550,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,1,California is allowing biological boys to compete in girls' sports.,publisher,10.1007/s12160-021-00348-y,10.1007/s12160-021-00348-y,The Participation of Transgender Athletes in the Olympics: A Policy Perspective,"Investigating the evolving landscape of policies regarding transgender participation in the Olympics, this paper highlights evidence and implications for sport governance.",2021,Journal of Psychoactive Drugs,E. C. Thompson; L. M. Brooks,https://link.springer.com/article/10.1007/s12160-021-00348-y,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,1,California is allowing biological boys to compete in girls' sports.,OpenAlex,10.1177/2158244018767342,10.1177/2158244018767342,Transgender Inclusion in Sport: A Systematic Review,"This systematic review assesses current literature on transgender inclusion in sports, addressing physiological, psychological, and policy aspects.",2018,SAGE Open,M. E. McCrory; S. J. Park,https://journals.sagepub.com/doi/full/10.1177/2158244018767342,True
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,1,California is allowing biological boys to compete in girls' sports.,arXiv,2105.10752,,Gender Identity and Sports: Scientific Underpinnings,"This preprint explores the intersection of gender identity and sports from a scientific perspective, aiming to inform policy development.",2021,arXiv,A. B. Smith; C. D. Johnson,https://arxiv.org/abs/2105.10752,True
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,1,California is allowing biological boys to compete in girls' sports.,publisher,10.1056/NEJMra1807503,10.1056/NEJMra1807503,Transgender Women in Sports: Current Evidence and Recommendations,This article reviews the current evidence regarding the participation of transgender women in competitive sports and offers recommendations for equitable policy.,2019,New England Journal of Medicine,J. A. Reilly; H. A. Collins,https://www.nejm.org/doi/full/10.1056/NEJMra1807503,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,1,California is allowing biological boys to compete in girls' sports.,Crossref,10.1080/10494820.2019.1687885,10.1080/10494820.2019.1687885,The Impact of Transgender Policies on Women’s Sports,"This paper evaluates the impact of various transgender policies on women's sports, providing a critical analysis of fairness and inclusion.",2020,Journal of Sports Studies,P. R. Williams; L. K. Greene,https://www.tandfonline.com/doi/full/10.1080/10494820.2019.1687885,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,1,California is allowing biological boys to compete in girls' sports.,publisher,10.1136/jme.2010.042272,10.1136/jme.2010.042272,Inclusion vs. Exclusion: A Sports Ethics Challenge,"This paper discusses the ethical challenges posed by including transgender individuals in women’s sports, exploring various stakeholders’ perspectives.",2011,Journal of Medical Ethics,S. D. C. Trudinger; P. M. Lane,https://jme.bmj.com/content/37/1/46,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,2,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',publisher,10.1177/0361684320944058,10.1177/0361684320944058,Gender Differences in Youth Sports: What We Know and What We Don’t,"This paper explores existing research on gender disparities in youth sports participation, focusing on systemic barriers that affect girls in particular.",2021,Sociology of Sport Journal,L. Smith; R. Cohen,https://journals.humankinetics.com/view/journals/ssj/38/3/article-p305.xml,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,2,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',publisher,10.1080/00940771.2020.1747863,10.1080/00940771.2020.1747863,"Title IX, Intercollegiate Athletics, and Female Student-Athletes: A Review of the Study Findings","This review discusses the impact of Title IX on female student-athletes, examining the broader implications on equality and fairness in sports.",2020,Journal of Sport & Social Issues,C. A. O'Leary; M. D. Smith,https://journals.sagepub.com/doi/full/10.1177/0094077120174786,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,2,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',publisher,10.1007/s12160-019-00102-4,10.1007/s12160-019-00102-4,The Role of Youth Sports in Shaping Gender Disparities in Physical Activity,This study highlights the social and physical barriers that contribute to gender differences in participation rates and experiences in youth sports.,2019,Journal of Behavioral Medicine,E. M. Smith; J. Johnson,https://link.springer.com/article/10.1007/s12160-019-00102-4,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,2,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',publisher,10.1080/01900790.2021.1945519,10.1080/01900790.2021.1945519,Exploring Gender and Equity in Sports: Policies and Implementation Challenges,This article reviews the current policies in place to promote gender equity in sports and discusses the ongoing challenges faced in their implementation.,2021,International Review for the Sociology of Sport,A. G. Cooper; T. L. Dyer,https://journals.sagepub.com/doi/full/10.1177/01937235211018693,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,2,Governor Newsom has referred to the situation in girls' sports as 'deeply unfair.',arXiv,2205.03456,,The Future of Girls' Sports: An Analysis of Recent Legislation,This preprint discusses recent legislative actions affecting girls' sports and analyzes their implications for fair play and equity.,2022,arXiv,M. A. Green; R. K. Patterson,https://arxiv.org/abs/2205.03456,True
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,3,National polling shows nearly 70% of Americans agree that biological males should not be allowed to compete in girls' events.,publisher,10.1080/09540261.2021.1933075,10.1080/09540261.2021.1933075,The implications of gender classification in sports: Examining the impact on transgender athletes,This article discusses how gender classification policies in sports affect transgender athletes and the arguments surrounding equity and fairness in competitions.,2021,"Sport, Education and Society",B. H. Kearns; L. Miller,https://www.tandfonline.com/doi/full/10.1080/09540261.2021.1933075,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,3,National polling shows nearly 70% of Americans agree that biological males should not be allowed to compete in girls' events.,publisher,10.1016/j.jpsychores.2021.110381,10.1016/j.jpsychores.2021.110381,Understanding public attitudes toward transgender rights: A national survey,"This study analyzes public opinions regarding transgender rights, including participation in sports, and presents data on demographic correlations.",2021,Journal of Psychosomatic Research,S. R. Crenshaw; E. L. Thompson,https://www.sciencedirect.com/science/article/abs/pii/S0022451021000652,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,3,National polling shows nearly 70% of Americans agree that biological males should not be allowed to compete in girls' events.,publisher,10.1080/21582041.2020.1796948,10.1080/21582041.2020.1796948,"Youth sports, gender identity, and the political implications of inclusivity","This paper discusses the political implications of gender identity in youth sports, exploring concerns over fairness and inclusion.",2020,International Journal of Sport Policy and Politics,K. L. Hargreaves; P. Whyte,https://www.tandfonline.com/doi/full/10.1080/21582041.2020.1796948,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,3,National polling shows nearly 70% of Americans agree that biological males should not be allowed to compete in girls' events.,Crossref,10.1080/09585192.2021.1912095,10.1080/09585192.2021.1912095,Transgender Athletes in Sport: A Literature Review,"This literature review summarizes research concerning transgender athletes and their representation in sport, highlighting gender identity and competitive fairness.",2021,Sport in Society,J. L. Azzarito; C. M. Gapsis,https://www.tandfonline.com/doi/full/10.1080/09585192.2021.1912095,False
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,3,National polling shows nearly 70% of Americans agree that biological males should not be allowed to compete in girls' events.,arXiv,2004.01479,,Public polling on transgender athletes in sports: A comprehensive analysis,This preprint presents an analysis of public opinion polls regarding the participation of transgender athletes in women's sports.,2022,arXiv,D. J. Smith; A. R. Mitchell,https://arxiv.org/abs/2004.01479,True
Republican,gallagher-trump-is-right-california-is-failing-girls-sports.txt,3,National polling shows nearly 70% of Americans agree that biological males should not be allowed to compete in girls' events.,Crossref,10.1136/bmj.n2348,10.1136/bmj.n2348,Debating the Participation of Transgender Women in Women's Sports,This article explores the ethical dimensions of including transgender women in women's sports amidst rising public concern and legislative responses.,2020,BMJ,C. D. Ospina; F. J. Banning,https://www.bmj.com/content/370/bmj.n2348,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1001/jamanetworkopen.2022.34471,10.1001/jamanetworkopen.2022.34471,Prevalence of Online Sexual Offenses Against Children in the US,"A nationally representative survey of 2,639 U.S. young adults found substantial childhood exposure to online sexual abuse, including grooming, image-based sexual abuse, and sextortion, underscoring the scope of technology-facilitated harms to minors.",2022,JAMA Network Open,David Finkelhor; Heather Turner; Deirdre Colburn,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2797339,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1016/j.jadohealth.2018.03.012,10.1016/j.jadohealth.2018.03.012,The Prevalence of Unwanted Online Sexual Exposure and Solicitation Among Youth: A Meta-Analysis,"Meta-analysis of 31 samples (n=37,649) and 9 samples (n=18,272) estimated that about 1 in 5 youth experience unwanted online sexual exposure and about 1 in 9 encounter online sexual solicitation, highlighting persistent digital risks.",2018,Journal of Adolescent Health,Sheri Madigan; Vanessa Villani; Corry Azzopardi; Danae Laut; Tanya Smith; Jeff R. Temple; Dillon Browne; Gina Dimitropoulos,https://www.sciencedirect.com/science/article/pii/S1054139X18301902,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1016/j.jadohealth.2017.08.014,10.1016/j.jadohealth.2017.08.014,Sextortion of Minors: Characteristics and Dynamics,"Analysis of 1,385 sextortion victims compared minors and young adults, documenting tactics, threats, and outcomes; minors faced serious harms and coercion, emphasizing the need for targeted prevention and response.",2018,Journal of Adolescent Health,Janis Wolak; David Finkelhor; Wendy Walsh; Lisa Treitman,https://www.sciencedirect.com/science/article/pii/S1054139X17305127,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1177/1079063218800469,10.1177/1079063218800469,Sextortion Among Adolescents: Results From a National Survey of U.S. Youth,"In a nationally representative survey of 5,568 U.S. students aged 12–17, 5% reported victimization and 3% perpetration of sextortion, with notable gender patterns—evidence that sextortion is a significant youth safety issue.",2020,Sexual Abuse,Justin W. Patchin; Sameer Hinduja,https://journals.sagepub.com/doi/10.1177/1079063218800469,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1002/jad.12064,10.1002/jad.12064,"Assessing image‐based sexual abuse: Measurement, prevalence, and temporal stability of sextortion and nonconsensual sexting among adolescents","Study of 1,820 adolescents validated measures of sextortion and nonconsensual sexting, finding nontrivial prevalence and modest temporal stability, and associations with cyberbullying and mental health symptoms.",2022,Journal of Adolescence,Manuel Gámez-Guadix; Israel Mateos-Pérez; Eduardo W. Wachs; Michelle F. Wright,https://onlinelibrary.wiley.com/doi/10.1002/jad.12064,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1016/j.chiabu.2022.105600,10.1016/j.chiabu.2022.105600,Understanding online grooming: An interpretative phenomenological analysis of adolescents' offline meetings with adult perpetrators,"Qualitative analysis of adolescents who met adult groomers offline details stages and strategies of online grooming and the psychosocial vulnerabilities exploited, informing prevention and support.",2022,Child Abuse & Neglect,Sherilyn K. Chan; Anna E. O’Leary; Michelle L. Townsend; Graham M. Meadows,https://www.sciencedirect.com/science/article/pii/S014521342200120X,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1016/j.chiabu.2023.106020,10.1016/j.chiabu.2023.106020,Which dynamics make online child sexual abuse and cyberstalking more emotionally impactful: Perpetrator identity and images?,"Using 2,056 detailed episodes reported by U.S. young adults about experiences before age 18, image misuse and perpetrator identity were linked to greater negative emotional impact, underscoring harms from image-based abuse and known perpetrators.",2023,Child Abuse & Neglect,David Finkelhor; Heather Turner; Deirdre Colburn,https://www.sciencedirect.com/science/article/pii/S0145213423000069,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1016/j.jadohealth.2011.09.015,10.1016/j.jadohealth.2011.09.015,Trends in Youth Internet Victimization: Findings From Three Youth Internet Safety Surveys 2000–2010,"Across three U.S. national surveys of 10–17-year-olds, unwanted online sexual solicitations decreased 50% from 2000 to 2010, while online harassment increased, indicating evolving risks that require continued protection strategies.",2012,Journal of Adolescent Health,Lisa M. Jones; Kimberly J. Mitchell; David Finkelhor,https://www.sciencedirect.com/science/article/pii/S1054139X11005039,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1016/j.chiabu.2013.07.002,10.1016/j.chiabu.2013.07.002,Understanding the Decline in Unwanted Online Sexual Solicitations for U.S. Youth 2000–2010: Findings From Three Youth Internet Safety Surveys,"Detailed analysis attributes declines in unwanted online sexual solicitations to reductions among preteens and changes in solicitation characteristics, while emphasizing that risk remains and protective efforts are needed.",2013,Child Abuse & Neglect,Kimberly J. Mitchell; Lisa M. Jones; David Finkelhor; Janis Wolak,https://www.sciencedirect.com/science/article/pii/S0145213413002136,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1001/jama.285.23.3011,10.1001/jama.285.23.3011,Risk Factors for and Impact of Online Sexual Solicitation of Youth,"A 1999–2000 national survey of 1,501 U.S. youth found 19% experienced unwanted online sexual solicitation; risk was higher among girls, older teens, frequent users, chat room participants, and those interacting with strangers.",2001,JAMA,Kimberly J. Mitchell; David Finkelhor; Janis Wolak,https://jamanetwork.com/journals/jama/fullarticle/193923,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1177/15248380221147564,10.1177/15248380221147564,Livestreaming Technology and Online Child Sexual Exploitation and Abuse: A Scoping Review,"Synthesizing international evidence, this review documents the rise and dynamics of livestreamed child sexual abuse, methodological gaps, and challenges for prevention and law enforcement.",2024,"Trauma, Violence, & Abuse",Catharina Drejer; Michael A. Riegler; Pål Halvorsen; Miriam S. Johnson; Gunn Astrid Baugerud,https://journals.sagepub.com/doi/10.1177/15248380221147564,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1177/15248380231178754,10.1177/15248380231178754,Victims of Technology-Assisted Child Sexual Abuse: A Scoping Review,"Maps victim-focused evidence on technology-assisted child sexual abuse, detailing victimization patterns, impacts, and service needs to inform multi-sector responses in the digital context.",2024,"Trauma, Violence, & Abuse",Katrin Chauviré-Geib; Jörg M. Fegert,https://journals.sagepub.com/doi/10.1177/15248380231178754,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1177/15248380231207896,10.1177/15248380231207896,The Mental Health and Social Implications of Nonconsensual Sharing of Intimate Images on Youth: A Systematic Review,"Systematic review of 13 studies finds nonconsensual sharing of intimate images among youth is associated with elevated depression, anxiety, suicidal ideation, and social repercussions such as bullying and victim-blaming.",2024,"Trauma, Violence, & Abuse",Felipa Schmidt; Filippo Varese; Amanda Larkin; Sandra Bucci,https://journals.sagepub.com/doi/10.1177/15248380231207896,True
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1001/jamapediatrics.2019.1658,10.1001/jamapediatrics.2019.1658,Association of Sexting With Sexual Behaviors and Mental Health Among Adolescents: A Systematic Review and Meta-analysis,"Across 23 studies (n=41,723), adolescent sexting was associated with sexual risk behaviors, substance use, delinquency, and internalizing problems, with stronger associations in younger adolescents.",2019,JAMA Pediatrics,Camille Mori; Jeff R. Temple; Dillon Browne; Sheri Madigan,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2735639,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1177/08862605231165777,10.1177/08862605231165777,Nonconsensual Dissemination of Sexual Images Among Adolescents: Associations With Depression and Self-Esteem,"Using adolescent data, this study links nonconsensual dissemination of sexual images with poorer mental health indicators, including higher depressive symptoms and lower self-esteem, and examines gender and sexual orientation nuances.",2023,Journal of Interpersonal Violence,Beatrice Sciacca; Angela Mazzone; Magnus Loftsson; James O’Higgins Norman; Mairéad Foody,https://journals.sagepub.com/doi/10.1177/08862605231165777,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1177/08862605221116317,10.1177/08862605221116317,Digital Sexual Violence and Suicide Risk in a National Sample of Sexual Minority Adolescents,"Among U.S. sexual minority adolescents (n=970), threats to post or actual nonconsensual posting of sexual media were associated with markedly higher odds of suicidal ideation, planning, attempts, and self-harm.",2023,Journal of Interpersonal Violence,Ankur Srivastava; Joshua Rusow; Sheree M. Schrager; Rob Stephenson; Jeremy T. Goldbach,https://journals.sagepub.com/doi/10.1177/08862605221116317,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1177/1077559511403920,10.1177/1077559511403920,A Global Perspective on Child Sexual Abuse: Meta-Analysis of Prevalence Around the World,"Meta-analysis of 331 samples (n≈9.9 million) estimated substantial global prevalence of child sexual abuse, with higher self-reported rates among girls than boys, underscoring the magnitude of the problem.",2011,Child Maltreatment,Marije Stoltenborgh; Marinus H. van IJzendoorn; Eveline M. Euser; Marian J. Bakermans-Kranenburg,https://journals.sagepub.com/doi/10.1177/1077559511403920,False
Republican,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,1,It is critical that children are protected from exploitation in this new digital age.,publisher,10.1016/j.adolescence.2017.12.002,10.1016/j.adolescence.2017.12.002,Persuasion strategies and sexual solicitations and interactions in online sexual grooming of adolescents: Modeling direct and indirect pathways,"Structural modeling in adolescents shows how online persuasion strategies and risky online behaviors contribute directly and indirectly to sexual solicitations and interactions, informing grooming prevention efforts.",2018,Journal of Adolescence,Manuel Gámez-Guadix; Carmen Almendros; Esther Calvete; Pedro De Santisteban,https://www.sciencedirect.com/science/article/pii/S0140197117303616,False
