party,uid,nli_deberta,nli_bart,claim,title
rep,rep|proyecto-de-ley-apoyando-programas-preescolares-de-participacion-de-padres-supera-el-primer.txt|2|10.7263/adresic-27-194,silent,silent,Fomentar la participación de los padres en el nivel preescolar es esencial para ayudar a los padres a adquirir habilidades y estrategias para la crianza.,Escenario de investigación-acción participativa: un análisis desde la implementación del transmedia
rep,rep|proyecto-de-ley-apoyando-programas-preescolares-de-participacion-de-padres-supera-el-primer.txt|2|https://openalex.org/W73778975,silent,silent,Fomentar la participación de los padres en el nivel preescolar es esencial para ayudar a los padres a adquirir habilidades y estrategias para la crianza.,"La formación básica de personas adultas: imaginario social, aproximación teórica, organización democrática. La educación"
rep,rep|proyecto-de-ley-apoyando-programas-preescolares-de-participacion-de-padres-supera-el-primer.txt|2|10.18041/2215-8944/academia.13.291,support,silent,Fomentar la participación de los padres en el nivel preescolar es esencial para ayudar a los padres a adquirir habilidades y estrategias para la crianza.,Justicia transicional: principios de Chicago comparados al proceso de paz en Colombia
rep,rep|proyecto-de-ley-apoyando-programas-preescolares-de-participacion-de-padres-supera-el-primer.txt|2|https://openalex.org/W7111567144,silent,silent,Fomentar la participación de los padres en el nivel preescolar es esencial para ayudar a los padres a adquirir habilidades y estrategias para la crianza.,Taller de psicomotricidad para mejorar la motricidad gruesa en niños del nivel inicial de un centro educativo de la prov
rep,rep|proyecto-de-ley-apoyando-programas-preescolares-de-participacion-de-padres-supera-el-primer.txt|2|https://openalex.org/W7133038434,support,silent,Fomentar la participación de los padres en el nivel preescolar es esencial para ayudar a los padres a adquirir habilidades y estrategias para la crianza.,El fortalecimiento de los ambientes de aprendizaje desde las narrativas reflexivas del docente del Hogar Infantil Juan B
rep,rep|proyecto-de-ley-apoyando-programas-preescolares-de-participacion-de-padres-supera-el-primer.txt|3|https://openalex.org/W1952873943,silent,silent,El programa SB 725 busca apoyar programas preescolares diseñados para ayudar a los padres a aprender cómo apoyar el aprendizaje y desarrollo de sus hijos.,El SISBEN como mecanismo de focalización individual del régimen subsidiado en salud en Colombia: ventajas y limitaciones
rep,rep|proyecto-de-ley-apoyando-programas-preescolares-de-participacion-de-padres-supera-el-primer.txt|4|10.1016/j.ihe.2010.10.002,silent,silent,"Las subvenciones del programa se utilizarían para salarios de maestros, aulas, currículos y desarrollo del aprendizaje de los niños.","Precios y salarios en Madrid, 1680-1800"
rep,rep|proyecto-de-ley-apoyando-programas-preescolares-de-participacion-de-padres-supera-el-primer.txt|4|10.5027/psicoperspectivas-vol14-issue2-fulltext-580,silent,silent,"Las subvenciones del programa se utilizarían para salarios de maestros, aulas, currículos y desarrollo del aprendizaje de los niños.",Las prescripciones del trabajo docente en el nuevo marco regulatorio de políticas educativas en Chile
rep,rep|proyecto-de-ley-apoyando-programas-preescolares-de-participacion-de-padres-supera-el-primer.txt|4|10.1590/s0036-36342013000200013,support,silent,"Las subvenciones del programa se utilizarían para salarios de maestros, aulas, currículos y desarrollo del aprendizaje de los niños.",Hacia la cobertura universal en salud: protección social para todos en México
rep,rep|proyecto-de-ley-apoyando-programas-preescolares-de-participacion-de-padres-supera-el-primer.txt|4|10.14201/teri.27817,silent,silent,"Las subvenciones del programa se utilizarían para salarios de maestros, aulas, currículos y desarrollo del aprendizaje de los niños.",Universidad y sostenibilidad social desde la ética del cuidado
rep,rep|proyecto-de-ley-apoyando-programas-preescolares-de-participacion-de-padres-supera-el-primer.txt|4|10.5209/chco.7750,silent,silent,"Las subvenciones del programa se utilizarían para salarios de maestros, aulas, currículos y desarrollo del aprendizaje de los niños.",Ocio y deporte en el nacimiento de la sociedad de masas: la socialización del deporte como práctica y espectáculo en la 
rep,rep|sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt|5|https://openalex.org/W2917910473,silent,silent,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,Developing Policy From the Ground Up: Examining Entitlement in the Bay Area to Inform California’s Housing Policy Debate
rep,rep|sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt|5|https://openalex.org/W1562101726,silent,silent,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,The Southern California Wetlands Recovery Project: The Unfolding Story
rep,rep|sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt|5|10.24926/15529541.3425,silent,silent,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,Mitigating the Impacts of the Renewable Energy Gold Rush
rep,rep|sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt|5|https://openalex.org/W2758536046,silent,silent,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,Fulfilling the Promise: Reconsidering and Reforming the California Endangered Species Act
rep,rep|sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt|5|https://openalex.org/W199105141,silent,silent,CEQA exemptions for defensible space projects can help property owners reduce wildfire risk more efficiently.,Managing Activities at Wineries: Building and Sustaining a Place-Based Brand
rep,rep|sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt|7|10.1002/2013rg000445,support,silent,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,Reviewing and visualizing the interactions of natural hazards
rep,rep|sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt|7|10.5860/choice.42-0937,silent,silent,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,Water productivity in agriculture: limits and opportunities for improvement
rep,rep|sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt|7|10.37745/bjmas.2022.0208,support,silent,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,Fresh Water availability and Its Global challenge
rep,rep|sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt|7|10.1029/2020rg000704,silent,silent,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,Impact Forecasting to Support Emergency Management of Natural Hazards
rep,rep|sen-marie-alvarado-gil-prioritizes-wildfire-resiliency-rural-issues-2025-legislative.txt|7|10.3390/w13121650,silent,silent,Access to funding for water districts in high fire hazard zones is critical for strengthening infrastructure for drought resilience and wildfire response.,Flash Flood Susceptibility Assessment and Zonation Using an Integrating Analytic Hierarchy Process and Frequency Ratio M
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|2|10.1111/j.1471-6402.2007.00385.x,silent,silent,"Under current law, the rape of an intoxicated person is not classified as a violent felony.",Revising the SES: A Collaborative Process to Improve Assessment of Sexual Aggression and Victimization
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|2|10.1086/449253,silent,silent,"Under current law, the rape of an intoxicated person is not classified as a violent felony.",Racial and Ethnic Disparities in Crime and Criminal Justice in the United States
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|2|https://openalex.org/W75208244,silent,silent,"Under current law, the rape of an intoxicated person is not classified as a violent felony.","""No"" Still Means ""Yes"": The Failure of the ""Non-Consent"" Reform Movement in American Rape and Sexual Assault Law"
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|2|https://openalex.org/W1584612035,silent,silent,"Under current law, the rape of an intoxicated person is not classified as a violent felony.",Addressing Acquaintance Rape: The New Direction of the Rape Law Reform Movement
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|2|https://openalex.org/W911501177,support,silent,"Under current law, the rape of an intoxicated person is not classified as a violent felony.",Prison Abolition and Grounded Justice
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|5|10.1111/josp.12381,silent,silent,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,Problems of conceptual amelioration: The question of rape myths
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|5|10.1176/appi.psychotherapy.2014.68.1.117,silent,silent,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,"Numbing After Rape, and Depth of Therapy"
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|5|https://openalex.org/W3121455966,silent,silent,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,A New Mens Rea for Rape: More Convictions and Less Punishment
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|5|10.1086/449253,silent,silent,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,Racial and Ethnic Disparities in Crime and Criminal Justice in the United States
rep,rep|senate-bill-268-passes-assembly-floor-now-one-step-closer-becoming-law.txt|5|https://openalex.org/W2753431733,silent,silent,The overwhelming support for SB 268 reflects the urgency of recognizing the rape of an intoxicated person as a violent felony.,Report of the Committee on Amendments to Criminal Law
rep,rep|senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt|2|10.1017/cbo9781139028615,silent,silent,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,Global Legal Pluralism
rep,rep|senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt|2|https://openalex.org/W26858502,silent,silent,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,"Damned if they do, damned if they don't: the need for a comprehensive public policy to address the inadequate management"
rep,rep|senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt|2|10.1016/j.clsr.2018.05.017,silent,silent,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,"AI and Big Data: A blueprint for a human rights, social and ethical impact assessment"
rep,rep|senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt|2|10.56536/jebv.v3i1.37,silent,silent,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,E-Commerce and Social Media Policies in the Digital Age: Legal Analysis and Recommendations for Management
rep,rep|senate-minority-leader-jones-announces-bipartisan-agreement-audit-liberty-healthcares-state.txt|2|https://openalex.org/W801568483,silent,silent,The California Legislature supports the need to audit Liberty Healthcare’s management of SVPs.,Little Brother's Big Book: The Case for a Right of Audit in Private Databases
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|1|10.1093/geront/gnw011,silent,silent,California's homeless population has increased nearly 40% in the past 6 years.,Geriatric Conditions in a Population-Based Sample of Older Homeless Adults
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|1|10.2174/1874924001003010080,silent,silent,California's homeless population has increased nearly 40% in the past 6 years.,Shelter from the Storm: Trauma-Informed Care in Homelessness Services Settings
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|1|10.1177/106342660000800403,silent,silent,California's homeless population has increased nearly 40% in the past 6 years.,The Characteristics and Mental Health of Homeless Adolescents
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|1|10.1001/jama.2009.414,silent,silent,California's homeless population has increased nearly 40% in the past 6 years.,Health Care and Public Service Use and Costs Before and After Provision of Housing for Chronically Homeless Persons With
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|1|10.1177/0011128705283565,silent,silent,California's homeless population has increased nearly 40% in the past 6 years.,Recent Incarceration History Among a Sheltered Homeless Population
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|4|10.1093/jahist/jav243,silent,silent,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,Impossible Criminals: The Suburban Imperatives of America's War on Drugs
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|4|10.24926/265535.2033,silent,silent,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,"The Stories, the Statistics, and the Law: Why Driving While Black Matters"
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|4|10.1017/mah.2020.18,support,silent,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,"Watergate, the Bipartisan Struggle for Media Access, and the Growth of Cable Television"
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|4|10.1007/s13524-013-0200-x,silent,silent,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,How Do Tougher Immigration Measures Affect Unauthorized Immigrants?
rep,rep|senate-minority-leader-jones-senator-blakespear-influencer-ricci-wynne-and-others-announce.txt|4|10.1017/s1537592718003377,silent,silent,The bipartisan Senate Bill 1011 aims to take the City of San Diego’s 'Unsafe Camping Ordinance' statewide.,Democratic Decline in the United States: What Can We Learn from Middle-Income Backsliding?
rep,rep|senator-brian-jones-votes-against-sb-467.txt|1|https://openalex.org/W962285348,silent,refute,"Senate Bill 467 will destroy 50,000+ jobs in California.",The Economic Impact of Proposition 72 on California Employers
rep,rep|senator-brian-jones-votes-against-sb-467.txt|1|https://openalex.org/W201790150,silent,silent,"Senate Bill 467 will destroy 50,000+ jobs in California.",Black California Dreamin': The Crises of California's African-American Communities
rep,rep|senator-brian-jones-votes-against-sb-467.txt|1|10.3389/fsufs.2019.00031,silent,refute,"Senate Bill 467 will destroy 50,000+ jobs in California.",The Policy Enabling Environment for Climate Smart Agriculture: A Case Study of California
rep,rep|senator-brian-jones-votes-against-sb-467.txt|1|https://openalex.org/W1521889229,refute,refute,"Senate Bill 467 will destroy 50,000+ jobs in California.",Wild Political Dreaming: Constitutional Reformation of the United States Senate
rep,rep|senator-brian-jones-votes-against-sb-467.txt|1|10.1056/nejmsa020846,silent,silent,"Senate Bill 467 will destroy 50,000+ jobs in California.",Fatigue among Clinicians and the Safety of Patients
rep,rep|senator-brian-jones-votes-against-sb-467.txt|3|10.1038/ncomms14916,silent,silent,Senate Bill 467 will raise gas prices to as much as $10 per gallon.,Energy efficiency to reduce residential electricity and natural gas use under climate change
rep,rep|senator-brian-jones-votes-against-sb-467.txt|3|10.1111/j.1465-7295.2012.00462.x,silent,silent,Senate Bill 467 will raise gas prices to as much as $10 per gallon.,CARBON GEOGRAPHY: THE POLITICAL ECONOMY OF CONGRESSIONAL SUPPORT FOR LEGISLATION INTENDED TO MITIGATE GREENHOUSE GAS PRO
rep,rep|senator-brian-jones-votes-against-sb-467.txt|3|https://openalex.org/W1568005487,silent,silent,Senate Bill 467 will raise gas prices to as much as $10 per gallon.,Fueling Transportation Finance: A Primer on the Gas Tax
rep,rep|senator-brian-jones-votes-against-sb-467.txt|3|10.1017/bca.2022.19,silent,silent,Senate Bill 467 will raise gas prices to as much as $10 per gallon.,How is the U.S. Pricing Carbon? How Could We Price Carbon?
rep,rep|senator-brian-jones-votes-against-sb-467.txt|3|10.1175/1520-0477(1999)080<1819:ioenog>2.0.co;2,silent,silent,Senate Bill 467 will raise gas prices to as much as $10 per gallon.,Impacts of 1997—98 El Niño Generated Weather in the United States
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|1|10.1016/s0140-6736(20)30045-3,silent,refute,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,"Global, regional, and national burden of chronic kidney disease, 1990–2017: a systematic analysis for the Global Burden "
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|1|10.32614/r.manuals,silent,silent,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,R: A Language and Environment for Statistical Computing
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|1|10.1029/2003jd003697,silent,silent,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,A technology‐based global inventory of black and organic carbon emissions from combustion
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|1|10.2307/2329018,silent,silent,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,"The Modern Industrial Revolution, Exit, and the Failure of Internal Control Systems"
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|1|10.1080/26895269.2022.2100644,silent,silent,An estimated 40 million people globally have been forced into modern slavery through human trafficking over the last decade.,"Standards of Care for the Health of Transgender and Gender Diverse People, Version 8"
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|5|10.1177/1049732314557087,support,silent,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",Psychological Coercion in Human Trafficking
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|5|10.5860/choice.44-6486,silent,refute,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",Challenges to peacebuilding: managing spoilers during conflict resolution
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|5|10.1017/s0023879100018136,silent,silent,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",Cocaine and Parallel Polities in the Brazilian Urban Periphery: Constraints on Local-Level Democratization
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|5|https://openalex.org/W233970997,support,silent,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.","The Logic of Violence in Criminal War: Cartel-State Conflict in Mexico, Colombia, and Brazil"
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|5|10.3389/fhumd.2021.660682,silent,silent,"Human traffickers exploit individuals through violence and manipulation, leading to lives of modern-day slavery.",The Gender-Based Violence and Precarity Nexus: Asylum-Seeking Women in the Eastern Mediterranean
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|6|10.1007/s10624-013-9292-3,silent,silent,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,"Beneath the master narrative: human trafficking, myths of sexual slavery and ethnographic realities"
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|6|https://openalex.org/W2138320100,silent,silent,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,Drug Trafficking Organizations and Counter-Drug Strategies in the U.S.-Mexican Context
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|6|10.1111/j.1745-9133.2010.00621.x,silent,silent,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,Where are all the victims?
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|6|10.1017/s0010417599003102,silent,silent,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,Democracy and Violence in Brazil
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|6|https://openalex.org/W1510559460,silent,silent,California ranks number one in the nation for the number of human trafficking cases reported to the National Human Trafficking Hotline.,Modern-Day Slavery and Human Trafficking: An Overlooked Issue
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|7|10.5751/es-05072-180327,silent,silent,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,A Theory of Transformative Agency in Linked Social-Ecological Systems
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|7|10.1016/j.ijinfomgt.2019.08.002,silent,silent,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,"Artificial Intelligence (AI): Multidisciplinary perspectives on emerging challenges, opportunities, and agenda for resea"
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|7|10.5964/jspp.v3i1.564,silent,silent,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,Decolonizing Psychological Science: Introduction to the Special Thematic Section
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|7|10.7916/d8tm7b5q,silent,silent,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,The Agency Costs of Agency Capitalism: Activist Investors and the Revaluation of Governance Rights
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|7|10.1108/13639510610684674,silent,silent,Law enforcement agencies have dedicated special task forces to combat human trafficking in California.,Developments in the global law enforcement of cyber‐crime
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|8|10.1086/300123,silent,silent,Stronger consequences are required to hold criminals accountable for human trafficking.,The Global Traffic in Human Organs
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|8|10.1093/afraf/adr080,silent,silent,Stronger consequences are required to hold criminals accountable for human trafficking.,Dangerous tales: Dominant narratives on the Congo and their unintended consequences
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|8|10.1111/1745-9133.12456,silent,silent,Stronger consequences are required to hold criminals accountable for human trafficking.,Failing victims? Challenges of the police response to human trafficking
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|8|https://openalex.org/W1501806862,silent,silent,Stronger consequences are required to hold criminals accountable for human trafficking.,Rescuing Trafficking from Ideological Capture: Prostitution Reform and Anti-Trafficking Law and Policy
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|8|10.1146/annurev-criminol-060520-033306,silent,silent,Stronger consequences are required to hold criminals accountable for human trafficking.,The Mass Criminalization of Black Americans: A Historical Overview
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|10|https://openalex.org/W1526151983,silent,silent,There is a need for penalties for repeat offenders of human trafficking.,Sex Trafficking and the Sex Industry: The Need for Evidence-Based Theory and Legislation
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|10|10.3390/laws2020115,silent,silent,There is a need for penalties for repeat offenders of human trafficking.,"The Use of the Death Penalty for Drug Trafficking in the United States, Singapore, Malaysia, Indonesia and Thailand: A C"
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|10|https://openalex.org/W2992699420,silent,silent,There is a need for penalties for repeat offenders of human trafficking.,"Migrants and their vulnerability to human trafficking, modern slavery and forced labour"
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|10|https://openalex.org/W3124299492,silent,silent,There is a need for penalties for repeat offenders of human trafficking.,Misery and Mypoia: Understanding the Failures of U.S. Efforts to Stop Human Trafficking
rep,rep|senator-grove-introduces-bill-fight-against-human-trafficking.txt|10|https://openalex.org/W2113872748,silent,silent,There is a need for penalties for repeat offenders of human trafficking.,"Law, Otherness, and Human Trafficking"
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|5|10.1002/anie.200602373,silent,silent,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,The Future of Energy Supply: Challenges and Opportunities
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|5|10.1039/c8ee01157e,silent,silent,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,The role of hydrogen and fuel cells in the global energy system
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|5|10.1509/jm.12.0190,silent,silent,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,Competently Ordinary: New Middle Class Consumers in the Emerging Markets
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|5|10.1257/jep.26.1.3,silent,silent,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,Is There an Energy Efficiency Gap?
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|5|10.1007/s11077-006-9022-7,silent,silent,California's demand for oil causes consumers to send more than $25 billion a year to other countries for imported oil.,The allure of technology: How France and California promoted electric and hybrid vehicles to reduce urban air pollution
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|6|10.1186/1476-069x-12-93,silent,silent,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Mobile phone tracking: in support of modelling traffic-related air pollution contribution to individual exposure and its
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|6|10.3390/recycling9050077,support,silent,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Perspectives on Plastic Waste Management: Challenges and Possible Solutions to Ensure Its Sustainable Use
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|6|https://openalex.org/W3007163371,silent,silent,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Shoats and smart phones: Cross-border trading in the Ethio-Somaliland corridor
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|6|10.1109/access.2020.2992441,support,silent,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.",Future Trends and Current State of Smart City Concepts: A Survey
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|6|10.3390/en17010180,silent,silent,"Petroleum is used to produce more than 6,000 everyday products, including phones and heart valves.","Hydrogen-Based Energy Systems: Current Technology Development Status, Opportunities and Challenges"
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|7|10.2307/2534702,silent,silent,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.",Systematic Monetary Policy and the Effects of Oil Price Shocks
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|7|10.1111/1467-9930.t01-1-00033,silent,silent,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.",Industry Self‐Regulation: An Institutional Perspective
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|7|10.14506/ca30.4.08,silent,silent,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.","Geology, Potentiality, Speculation: On the Indeterminacy of First Oil"
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|7|10.1177/1466138111435741,silent,silent,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.","Walls and white elephants: Oil extraction, responsibility, and infrastructural violence in Equatorial Guinea"
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|7|10.1257/jep.12.3.89,silent,silent,"According to the California Independent Petroleum Association, California's oil industry directly supports 55,000 jobs with an average annual pay of $123,000.",U.S. Industry Adjustment to Economic Deregulation
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|9|10.1257/aer.20161413,silent,silent,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,Why Did the Democrats Lose the South? Bringing New Data to an Old Debate
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|9|10.1111/dpr.12282,silent,silent,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,Exporting stimulus and “shared prosperity”: Reinventing foreign aid for a retroliberal era
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|9|10.1257/jep.27.3.103,silent,silent,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,Why Hasn't Democracy Slowed Rising Inequality?
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|9|https://openalex.org/W2118166376,silent,silent,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,Super Wicked Problems and Climate Change: Restraining the Present to Liberate the Future
rep,rep|senator-grove-reintroduces-bill-prioritize-california-oil-production.txt|9|https://openalex.org/W2343088287,silent,silent,Senate Bill 15 aims to bring back jobs lost to foreign countries that do not respect environmental or democratic values.,Reflection on the Bicentennial of the Bill of Rights--The Flag Burning Controversy: A Chronology
rep,rep|senator-niellos-bill-ditch-switch-be-heard-tuesdays-senate-energy-committee-hearing.txt|1|10.1111/ecin.13130,silent,refute,The push for Permanent Standard Time over Daylight Saving Time is supported by evidence suggesting that standard time aligns more closely with human circadian r,Let there be light: Daylight saving time and road traffic collisions
