party,uid,nli_deberta,nli_bart,llm:Qwen/Qwen2.5-3B-Instruct,llm:microsoft/Phi-3.5-mini-instruct,llm:allenai/OLMo-2-1124-7B-Instruct,claim,title
rep,rep|assembly-republicans-announce-legislation-to-bring-down-gas-prices.txt|7|https://www.gov.ca.gov/2025/06/25/fact-check-claims-swirling-on-california-gas-prices/,silent,silent,refute,refute,silent,Gavin Newsom’s policies are adding tens of millions of dollars to California's fuel prices.,Fact check: Claims swirling on California gas prices
rep,rep|assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt|2|10.53935/26415305.v8i2.327,support,support,support,support,support,Not everyone has the opportunity to learn important financial skills.,Closing the Financial Literacy Gap: The State of Financial Education in the U.S. and a Path Forward
rep,rep|assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt|2|10.47611/jsrhs.v13i4.8383,silent,silent,silent,support,silent,Not everyone has the opportunity to learn important financial skills.,The Link between Income and Financial Education in High Schools: New Evidence from Three States
rep,rep|assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt|2|10.58445/rars.3063,support,silent,silent,support,support,Not everyone has the opportunity to learn important financial skills.,Counting the Cost: Why Financial Illiteracy is America’s Silent Epidemic
rep,rep|assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt|2|10.3386/w30490,silent,silent,silent,support,silent,Not everyone has the opportunity to learn important financial skills.,"The Racial Wealth Gap, Financial Aid, and College Access"
rep,rep|assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt|2|https://arxiv.org/abs/2405.01789,silent,silent,silent,support,support,Not everyone has the opportunity to learn important financial skills.,Quantifying the Causal Effect of Financial Literacy Courses on Financial Health
rep,rep|assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt|3|10.3390/educsci9020129,silent,silent,silent,support,silent,Teaching personal finance should be an educational priority for all California students.,Managing Personal Finance Literacy in the United States: A Case Study
rep,rep|assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt|3|https://arxiv.org/abs/2405.01789,silent,silent,support,support,support,Teaching personal finance should be an educational priority for all California students.,Quantifying the Causal Effect of Financial Literacy Courses on Financial Health
rep,rep|assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt|3|10.1007/s10834-020-09721-9,silent,silent,silent,silent,silent,Teaching personal finance should be an educational priority for all California students.,"The Effect of Personal Finance Education on The Financial Knowledge, Attitudes and Behaviour of University Students in I"
rep,rep|assemblyman-alanis-financial-literacy-bill-moves-to-the-senate.txt|3|10.16993/dfl.142,silent,silent,refute,silent,silent,Teaching personal finance should be an educational priority for all California students.,Teaching about Personal Finance in HCS – Suggestions from a Design-Based Research Approach
rep,rep|assemblyman-alanis-honors-nevaeh-johnson.txt|3|10.1136/bmjopen-2021-059019,silent,silent,silent,support,support,"Nevaeh Johnson's family believes that if an AED was accessible at the time of her incident, she would still be alive today.",Bystander interventions and survival after exercise-related sudden cardiac arrest: a systematic review
rep,rep|assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt|1|10.1126/science.adn0117,silent,silent,support,support,support,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",Managing extreme AI risks amid rapid progress
rep,rep|assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt|1|10.48550/arXiv.1606.06565,silent,silent,refute,support,silent,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",Concrete Problems in AI Safety
rep,rep|assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt|1|10.48550/arXiv.1802.07228,silent,silent,refute,silent,support,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.","The Malicious Use of Artificial Intelligence: Forecasting, Prevention, and Mitigation"
rep,rep|assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt|1|10.1145/3442188.3445922,silent,silent,refute,silent,silent,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",On the Dangers of Stochastic Parrots: Can Language Models Be Too Big?
rep,rep|assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt|1|10.48550/arXiv.2108.07258,silent,silent,support,support,support,"The future of humanity and how we live, work, and play, depends on thoughtful planning and management of the most advanced artificial intelligence systems.",On the Opportunities and Risks of Foundation Models
rep,rep|assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt|3|10.48550/arXiv.2303.08774,silent,silent,support,support,support,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,GPT-4 Technical Report
rep,rep|assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt|3|10.48550/arXiv.2303.12712,silent,silent,silent,support,support,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,Sparks of Artificial General Intelligence: Early experiments with GPT-4
rep,rep|assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt|3|10.1109/IJCNN55064.2022.9891914,silent,silent,support,support,support,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,Compute Trends Across Three Eras of Machine Learning
rep,rep|assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt|3|10.48550/arXiv.2203.15556,silent,silent,silent,support,support,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,Training Compute-Optimal Large Language Models
rep,rep|assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt|3|10.48550/arXiv.2001.08361,silent,silent,support,support,support,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,Scaling Laws for Neural Language Models
rep,rep|assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt|1|https://arxiv.org/abs/2510.05878,silent,refute,refute,support,silent,Governor Newsom’s decision to force state employees back to the office is harmful and counterproductive.,A Wave of Resignations in the Aftermath of Remote Onboarding
rep,rep|assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt|1|https://arxiv.org/abs/2510.05783,silent,refute,silent,silent,silent,Governor Newsom’s decision to force state employees back to the office is harmful and counterproductive.,The role of work-life balance in effective business management
rep,rep|assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt|1|https://arxiv.org/abs/2101.04363,silent,silent,silent,silent,silent,Governor Newsom’s decision to force state employees back to the office is harmful and counterproductive.,The Daily Life of Software Engineers during the COVID-19 Pandemic
rep,rep|assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt|1|https://arxiv.org/abs/2005.01127,silent,refute,silent,silent,silent,Governor Newsom’s decision to force state employees back to the office is harmful and counterproductive.,Pandemic Programming: How COVID-19 affects software developers and how their organizations can help
rep,rep|assemblyman-hoover-responds-to-governor-newsoms-counterproductive-return-to-office-mandate.txt|1|10.1007/s43546-025-00931-7,silent,refute,silent,silent,silent,Governor Newsom’s decision to force state employees back to the office is harmful and counterproductive.,The impact of remote and hybrid work models on small and Medium-sized enterprises productivity: a systematic literature 
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|1|10.1001/jama.2018.5344,silent,silent,support,support,support,Fentanyl is 50 times more potent than heroin.,Comparative Pharmacology of Fentanyl and Other Opioids
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|1|10.1186/s41999-020-00262-2,support,support,support,support,support,Fentanyl is 50 times more potent than heroin.,"Fentanyl: History, Pharmacology, and Clinical Effects"
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|2|10.1016/S0140-6736(18)32177-1,support,support,support,support,support,Fentanyl is 100 times stronger than morphine.,Fentanyl: A Pharmacological Review
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|2|10.1007/s12024-018-09842-6,silent,silent,support,support,support,Fentanyl is 100 times stronger than morphine.,Opioid Receptor Pharmacology
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|3|10.1056/NEJMra2205547,silent,silent,support,support,support,Fentanyl is a major contributor to fatal overdose deaths in the United States.,Trends in Opioid Involvement in Overdose Deaths in the United States: 2010-2021
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|3|10.1001/jama.2020.9475,silent,support,support,support,support,Fentanyl is a major contributor to fatal overdose deaths in the United States.,Association of Fentanyl with Mortality among Patients with Opioid Use Disorder in the United States: A Population-based 
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|3|10.1176/appi.ps.20210038,silent,silent,support,support,support,Fentanyl is a major contributor to fatal overdose deaths in the United States.,Fentanyl and its analogs: A lethal combination affecting opioid users
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|3|10.1016/j.drugalcdep.2021.108855,support,support,support,support,support,Fentanyl is a major contributor to fatal overdose deaths in the United States.,Fentanyl-involved overdose deaths in the United States: A systematic review and meta-analysis
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|3|10.1001/jama.2021.14009,support,support,support,support,support,Fentanyl is a major contributor to fatal overdose deaths in the United States.,Fentanyl and synthetic opioids: Impact on the opioid crisis in the United States
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|4|https://www.gov.ca.gov/2024/02/27/california-seizes-record-62000-pounds-of-fentanyl/,support,support,support,support,support,"In 2023 alone, 62,224 pounds of fentanyl were seized in California.","California Seizes Record 62,000 Pounds of Fentanyl"
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|4|https://www.gov.ca.gov/2025/02/19/300-million-of-illicit-fentanyl-seized-in-california-since-2023/,refute,silent,refute,support,support,"In 2023 alone, 62,224 pounds of fentanyl were seized in California.",$300 million of illicit fentanyl seized in California since 2023
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|4|https://www.gov.ca.gov/2024/10/01/cal-guard-counterdrug-task-force-seizes-more-than-9-5-million-pills-with-fentanyl/,silent,silent,refute,refute,silent,"In 2023 alone, 62,224 pounds of fentanyl were seized in California.",Cal Guard Counterdrug Task Force seizes more than 9.5 million pills with fentanyl
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|4|https://www.gov.ca.gov/2024/08/29/californias-fentanyl-task-force-seizes-over-8-8-million-fentanyl-pills/,silent,silent,refute,refute,silent,"In 2023 alone, 62,224 pounds of fentanyl were seized in California.",California’s fentanyl task force seizes over 8.8 million fentanyl pills
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|4|https://www.gov.ca.gov/2024/05/28/california-seizes-more-than-5-8-million-fentanyl-pills-since-january/,silent,silent,refute,refute,silent,"In 2023 alone, 62,224 pounds of fentanyl were seized in California.",California seizes more than 5.8 million fentanyl pills since January
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|5|https://www.gov.ca.gov/2024/02/27/california-seizes-record-62000-pounds-of-fentanyl/,support,support,support,support,support,The seizure of fentanyl in California represents a 1066% increase in just 2 years.,"California Seizes Record 62,000 Pounds of Fentanyl"
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|5|https://www.gov.ca.gov/2024/08/29/californias-fentanyl-task-force-seizes-over-8-8-million-fentanyl-pills/,silent,silent,silent,support,silent,The seizure of fentanyl in California represents a 1066% increase in just 2 years.,California’s fentanyl task force seizes over 8.8 million fentanyl pills
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|5|https://www.gov.ca.gov/2024/05/28/california-seizes-more-than-5-8-million-fentanyl-pills-since-january/,silent,silent,silent,support,silent,The seizure of fentanyl in California represents a 1066% increase in just 2 years.,California seizes more than 5.8 million fentanyl pills since January
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|5|https://www.gov.ca.gov/2024/04/02/governor-newsom-announces-seizure-of-over-half-a-million-fentanyl-pills-at-border-urges-republicans-in-congress-to-act-on-border-security/,silent,silent,silent,support,support,The seizure of fentanyl in California represents a 1066% increase in just 2 years.,"Governor Newsom Announces Seizure of Over Half a Million Fentanyl Pills at Border, Urges Republicans in Congress to Act "
rep,rep|assemblyman-hoovers-legislation-to-combat-fentanyl-in-schools-approved-by-public-safety-committee.txt|5|https://www.gov.ca.gov/2024/10/01/cal-guard-counterdrug-task-force-seizes-more-than-9-5-million-pills-with-fentanyl/,silent,silent,refute,support,silent,The seizure of fentanyl in California represents a 1066% increase in just 2 years.,Cal Guard Counterdrug Task Force seizes more than 9.5 million pills with fentanyl
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|2|10.1080/00908317808945984,silent,silent,support,support,support,The bill aims to unlock California’s geothermal potential.,California's geothermal resource potential
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|2|10.3133/ofr02132,silent,silent,silent,support,silent,The bill aims to unlock California’s geothermal potential.,Distribution of high-temperature (>150 °C) geothermal resources in California
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|2|10.1016/j.jvolgeores.2020.106882,silent,silent,silent,support,silent,The bill aims to unlock California’s geothermal potential.,"Geophysical characterization of the Northwest Geysers geothermal field, California"
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|2|https://pubs.usgs.gov/publication/70206183,silent,silent,silent,support,support,The bill aims to unlock California’s geothermal potential.,"Geothermal California: California claims the world's highest geothermal power output, with potential for even more produ"
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|2|https://pubs.usgs.gov/publication/70202299,silent,silent,silent,support,silent,The bill aims to unlock California’s geothermal potential.,"Geophysical Characterization of the heat source in the Northwest Geysers, California"
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|4|https://edd.ca.gov/en/about_edd/news_releases_and_announcements/unemployment-March-2023/,refute,refute,refute,refute,refute,"The unemployment rate in Imperial County is 17.2%, the highest in the state.",California's unemployment rate remains unchanged for March 2023
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|4|https://edd.ca.gov/en/about_edd/news_releases_and_announcements/unemployment-December-2023/,refute,refute,refute,refute,support,"The unemployment rate in Imperial County is 17.2%, the highest in the state.",California's unemployment rate rises slightly to 5.1 percent in December 2023
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|4|https://edd.ca.gov/en/about_edd/news_releases_and_announcements/unemployment-January-2025/,refute,refute,refute,refute,silent,"The unemployment rate in Imperial County is 17.2%, the highest in the state.",California's Unemployment Rate Drops to 5.4 Percent in January
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|4|https://edd.ca.gov/en/about_edd/news_releases_and_announcements/unemployment-March-2025/,refute,refute,refute,refute,silent,"The unemployment rate in Imperial County is 17.2%, the highest in the state.",California's March Unemployment Rate Drops to 5.3 percent
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|4|https://edd.ca.gov/en/about_edd/news_releases_and_announcements/unemployment-August-2023/,refute,refute,refute,refute,refute,"The unemployment rate in Imperial County is 17.2%, the highest in the state.",California's unemployment remains unchanged for third consecutive month
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|5|https://www.iid.com/power/renewable-energy/integrated-resource-plan,silent,silent,support,support,support,"By streamlining the path for clean, reliable base-load power, AB 1016 positions Imperial County to become a hub of clean energy innovation.",Integrated Resource Plan | Imperial Irrigation District
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|5|https://www.publicpower.org/periodical/article/iid-increases-power-capacity-reliability-resiliency-through-major-generation-upgrade,silent,silent,silent,support,support,"By streamlining the path for clean, reliable base-load power, AB 1016 positions Imperial County to become a hub of clean energy innovation.","IID Increases Power Capacity, Reliability, Resiliency Through Major Generation Upgrade"
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|5|https://www.publicpower.org/periodical/article/iid-hits-new-energy-record-serves-highest-power-demand-history,silent,silent,silent,support,support,"By streamlining the path for clean, reliable base-load power, AB 1016 positions Imperial County to become a hub of clean energy innovation.","IID Hits New Energy Record, Serves Highest Power Demand in History"
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|5|https://www.kpbs.org/news/environment/2024/05/22/a-green-energy-boom-promises-of-prosperity-imperial-valley-residents-have-heard-this-story-before,silent,silent,silent,support,support,"By streamlining the path for clean, reliable base-load power, AB 1016 positions Imperial County to become a hub of clean energy innovation.",A green energy boom. Promises of prosperity. Imperial County has heard this story before
rep,rep|assemblyman-jeff-gonzalez-statement-on-ab-1016-advancing-out-of-committee.txt|5|https://kxoradio.com/index.php/news/15180-assembly-approves-ab-1016,support,support,support,support,support,"By streamlining the path for clean, reliable base-load power, AB 1016 positions Imperial County to become a hub of clean energy innovation.",Assembly Approves AB 1016
rep,rep|assemblymember-davies-announces-bill-to-prevent-child-drownings.txt|2|https://www.cdc.gov/drowning/data-research/index.html,silent,silent,support,support,support,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",Drowning Data
rep,rep|assemblymember-davies-announces-bill-to-prevent-child-drownings.txt|2|https://www.cdc.gov/vitalsigns/drowning/index.html,silent,silent,support,support,support,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",Drowning Increases in the U.S.
rep,rep|assemblymember-davies-announces-bill-to-prevent-child-drownings.txt|2|https://www.cdc.gov/drowning/about/index.html,silent,silent,support,support,support,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",Drowning Prevention
rep,rep|assemblymember-davies-announces-bill-to-prevent-child-drownings.txt|2|https://www.cdc.gov/nchs/fastats/child-health.htm,silent,silent,support,support,support,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",FastStats - Child Health
rep,rep|assemblymember-davies-announces-bill-to-prevent-child-drownings.txt|2|https://www.cdph.ca.gov/Programs/CFH/DMCAH/Pages/Topics/Childhood-Injury-Prevention.aspx,silent,silent,silent,support,silent,"In California, drowning is the leading cause of death for children ages 1-4 and second for children ages 5-14.",Childhood Injury Prevention
rep,rep|assemblymember-davies-announces-bill-to-prevent-child-drownings.txt|10|10.1001/jamapediatrics.2015.1471,silent,silent,silent,support,support,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",Drowning Among Children With Autism Spectrum Disorder
rep,rep|assemblymember-davies-announces-bill-to-prevent-child-drownings.txt|10|10.1007/s12134-017-0488-5,silent,silent,support,support,support,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",Understanding Drowning Risk in Children with Autism Spectrum Disorder
rep,rep|assemblymember-davies-announces-bill-to-prevent-child-drownings.txt|10|10.1016/j.aap.2016.09.004,silent,silent,silent,support,silent,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",Accidental Drowning and Autism: A Review of Incidents and Recommendations for Prevention
rep,rep|assemblymember-davies-announces-bill-to-prevent-child-drownings.txt|10|10.1002/ajid.14439,silent,silent,silent,support,support,"Drowning is the leading cause of death for children and adults with autism, who are nearly 40 times more likely to drown than the general population.",Drowning Risk Factors in Children with Autism: A Systematic Review
rep,rep|costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt|3|https://calmatters.org/commentary/2023/04/california-two-tier-economy/,refute,refute,refute,support,support,The cost of living for Californians is 42% higher than the national average.,High living costs solidify California's two-tier economy
rep,rep|costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt|3|https://adnamerica.com/en/california/how-cost-living-california-compares-nation,support,support,support,support,support,The cost of living for Californians is 42% higher than the national average.,How the cost of living in California compares to the nation
rep,rep|costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt|3|https://thetransparencyfoundation.org/news/study-shows-living-in-ca-imposes-a-28-037-28-cost-of-living-penalty-on-typical-middle-class-family,silent,silent,support,support,support,The cost of living for Californians is 42% higher than the national average.,"Study Shows Living in CA Imposes a $28,037.28 “Cost-of-Living Penalty” on Typical Middle-Class Family"
rep,rep|costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt|3|https://davisvanguard.org/2025/09/california-housing-cost-burden/,silent,silent,silent,support,support,The cost of living for Californians is 42% higher than the national average.,Census Data Shows California Leads Nation in Housing Cost Burdens
rep,rep|costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt|4|https://centerforjobs.org/ca/special-reports/special-report-the-cost-of-living-consequences-of-sb-684-ab-1243,silent,silent,silent,support,silent,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",The Cost of Living Consequences of SB 684 & AB 1243
rep,rep|costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt|4|https://www.mercatus.org/research/policy-briefs/regressive-effects-regulations-california-0,silent,silent,refute,support,support,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",The Regressive Effects of Regulations in California
rep,rep|costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt|4|https://www.niskanencenter.org/housing-policy-and-poverty-the-case-of-california/,silent,silent,refute,support,silent,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",Housing policy and poverty: The case of California
rep,rep|costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt|4|https://thebreakthrough.org/issues/energy/how-california-regulated-itself-into-an-energy-crisis,silent,silent,refute,support,support,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",How California Regulated Itself Into an Energy Crisis
rep,rep|costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt|4|https://www.cal-rha.org/news/examining-the-unintended-consequences-of-rent-control-policies,silent,silent,refute,refute,support,"Residents in the district have expressed struggles to afford basic necessities like food, rent, and gas due to overregulation.",Examining The Unintended Consequences Of Rent Control Policies
rep,rep|costly-new-mandate-scaqmd-will-hurt-californians-warns-senator-strickland.txt|5|https://arxiv.org/abs/2304.10006,silent,silent,silent,support,silent,The South Coast Air Quality Management District creates mandates with minimal transparency and input from Californians.,Preferential monitoring site location in the Southern California Air Quality Basin
rep,rep|demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt|1|https://arxiv.org/abs/2509.16218,silent,silent,silent,silent,silent,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that gri,An Automated Framework for Assessing Electric Vehicle Charging Impacts on a Campus Distribution Grid
rep,rep|demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt|1|https://arxiv.org/abs/2409.12876,silent,silent,silent,support,silent,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that gri,Investigating the Impact of Electric Vehicle Charging Loads on CSUN's Electric Grid
rep,rep|demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt|1|10.1073/pnas.2317599121,silent,silent,silent,support,silent,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that gri,Impact of electric vehicle charging demand on power distribution grid congestion
rep,rep|demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt|1|10.1016/j.isci.2021.103686,silent,silent,silent,support,silent,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that gri,Distribution grid impacts of electric vehicles: A California case study
rep,rep|demaio-introduces-california-energy-consumer-freedom-act-to-prohibit-gas-appliance-bans-and-ev-mandates.txt|1|https://pv-magazine-usa.com/2023/06/09/california-grid-falls-21-short-in-100-ev-usage-case/,silent,silent,silent,support,support,Many have pointed out the already troubling state of the electrical grid and its inability to handle the immense strain these regulations will bring to that gri,California grid may fall 20% short in meeting 100% EV goal
rep,rep|democrats-kill-gun-reform-legislation.txt|2|https://arxiv.org/abs/2110.07006,silent,refute,silent,silent,silent,Assembly Bill 758 would have created an enhancement for the possession or use of an unregistered gun when committing a felony.,Estimating the effects of a California gun control program with Multitask Gaussian Processes
rep,rep|fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt|2|https://www.energy.ca.gov/data-reports/energy-almanac/californias-petroleum-market/oil-supply-sources-california-refineries,silent,silent,silent,support,silent,"In 2018, California produced only 31.1% of its crude oil supply.",Annual Oil Supply Sources to California Refineries
rep,rep|fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt|2|https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=m&n=pet&s=mcrfpca1,silent,silent,silent,silent,silent,"In 2018, California produced only 31.1% of its crude oil supply.",California Field Production of Crude Oil (Thousand Barrels)
rep,rep|fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt|2|https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=m&n=pet&s=mcrfpca2,silent,silent,silent,silent,silent,"In 2018, California produced only 31.1% of its crude oil supply.",California Field Production of Crude Oil (Thousand Barrels per Day)
rep,rep|fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt|2|https://www.conservation.ca.gov/calgem/Documents/Final%20CalGEM%20Supervisor%20Annual%20Report%202020%20-%202023.05.30.pdf,silent,silent,silent,silent,silent,"In 2018, California produced only 31.1% of its crude oil supply.",Final CalGEM Supervisor Annual Report 2020
rep,rep|fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt|2|https://www.psehealthyenergy.org/wp-content/uploads/2022/07/CCST-SB-1281-Phase-I-White-Paper.pdf,silent,silent,silent,silent,silent,"In 2018, California produced only 31.1% of its crude oil supply.",An Assessment of Oil and Gas
rep,rep|fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt|3|https://www.energy.ca.gov/data-reports/energy-almanac/californias-petroleum-market/foreign-sources-crude-oil-imports,silent,silent,silent,support,silent,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,Foreign Sources of Crude Oil Imports to California 2024
rep,rep|fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt|3|https://laedc.org/wpcms/wp-content/uploads/2025/03/LAEDC_Oil-and-Gas-Economic-Impact-Report_FINAL_2025.03.07.pdf,silent,silent,silent,support,silent,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,2025 REPORT
rep,rep|fresno-bee-truly-green-energy-policy-would-support-oil-production-california.txt|3|https://www.energy.ca.gov/data-reports/energy-almanac/californias-petroleum-market/foreign-sources-crude-oil-imports-4,silent,silent,silent,support,silent,The two largest foreign sources of oil for California are Saudi Arabia and Ecuador.,Foreign Sources of Crude Oil Imports to California 2021
