source,filename,document_date,sentence_index,matched_ai_terms,urls,dois,arxiv,sentence_text
Democratic Assembly,20250211-assemblymember-harabedian-introduces-legislation-remove-barriers-timely.txt,,4,fairness,,,,"Californians deserve a healthcare system that responds with fairness, speed, and compassion when their health is at risk."
Democratic Assembly,20250214-asm-liz-ortega-introduces-bill-requiring-public-reports-health-insurance.txt,,1,artificial intelligence,,,,"- Assemblymember Liz Ortega (D–San Leandro) today introduced Assembly Bill 682, a proposed law requiring health plans to publicly report on how many claims they deny, including how many denial decisions are made using artificial intelligence."
Democratic Assembly,20250214-asm-liz-ortega-introduces-bill-requiring-public-reports-health-insurance.txt,,11,algorithms; artificial intelligence,,,,Disclosure of the number of claims processed using artificial intelligence or predictive algorithms
Democratic Assembly,20250214-asm-liz-ortega-introduces-bill-requiring-public-reports-health-insurance.txt,,25,ai,,,,by Experian Health revealed that over 50% of healthcare providers are now using AI-driven claims management software.
Democratic Assembly,20250214-assemblymember-john-harabedian-introduces-insurance-payment-protection-act.txt,,19,fairness,,,,"By ensuring transparency and fairness, AB 597 strengthens consumer protections and protects wildfire victims."
Democratic Assembly,20250218-assemblymember-bauer-kahan-introduces-ab-578-strengthen-consumer.txt,,7,fairness,,,,"“AB 578 is about fairness and accountability—ensuring that when you pay for a meal, you either get what you ordered or get your money back.”"
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,2,ai,,,,Leading Ethical AI Development (LEAD) for Kids Act
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,3,ai; artificial intelligence,,,,", a first-of-its-kind bill aimed at safeguarding children from the growing risks of artificial intelligence (AI)."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,6,ai,,,,within the Government Operations Agency to assess and regulate AI technologies used by children.
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,7,ai,,,,"As AI becomes an increasingly integral part of education, entertainment, and social interactions, concerns over its safety, privacy, and ethical implications have grown."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,8,ai; algorithms,,,,"AI-powered learning tools, social media algorithms, and interactive chatbots are being widely used by children—often without proper oversight."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,9,ai,,,,"Reports have surfaced of AI chatbots engaging in inappropriate or harmful conversations with minors, including encouraging disordered eating or even self-harm."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,10,ai,,,,"""AI has incredible potential to enhance education and support children’s development, but we cannot allow it to operate unchecked,"""
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,12,ai,,,,"""Tech companies have prioritized rapid development over safety, leaving children exposed to untested and potentially dangerous AI applications."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,14,ai,,,,"I’m proud to partner with Common Sense Media on this effort to bring oversight, accountability and transparency to the AI systems shaping our children’s lives."""
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,16,ai,,,,", a leading nonprofit advocating for children’s digital well-being, has been at the forefront of addressing the risks posed by AI."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,26,ai,,,,"""This is the most significant legislation ever introduced when it comes to ensuring that young users of AI are protected from its potential harms,”"
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,30,ai,,,,“We fully reject the notion that has become popular in some circles today that the race to lead on AI is a choice between being first or being safe.
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,32,ai,,,,We proudly support this visionary commitment to putting children’s best interests at the center of AI innovation.
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,33,risk assessment,,,,This bill's risk assessment framework and privacy protections show California's leadership in getting this balance right.”
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,36,ai,,,,"to oversee and regulate AI systems used by children, ensuring ethical development and deployment."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,38,ai,,,,"by developers to classify AI systems based on their potential harm to children, with stricter requirements for high-risk systems, including pre- and post-deployment evaluations."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,39,ai,,,,Prohibits certain harmful AI applications
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,40,ai; facial recognition,,,,"for children, including emotionally manipulative AI chatbots, emotion detection systems, social scoring systems, and certain facial recognition technologies."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,42,ai,,,,"by establishing a registry for covered AI products, requiring incident reporting for harms caused by these systems, and enforcing periodic independent audits."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,44,ai,,,,"by requiring affirmative, written parental consent before a child’s personal information can be used to train an AI model."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,45,ai,,,,This legislation is in response to the rapid expansion of AI in children's lives without sufficient regulatory oversight.
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,46,ai,,,,"While AI has been leveraged to personalize education and improve learning outcomes, its risks—ranging from privacy violations to psychological harm—remain largely unaddressed."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,47,ai,,,,"AB 1064 represents a critical step in ensuring AI development prioritizes safety, privacy, and ethical responsibility."
Democratic Assembly,20250220-assemblymember-bauer-kahan-introduces-groundbreaking-bill-regulate-ai-use.txt,,48,ai,,,,"By establishing clear oversight and accountability, this legislation will help parents, educators, and policymakers navigate the rapidly evolving landscape of AI in children's lives."
Democratic Assembly,20250224-state-legislators-introduce-bill-create-curriculum-standards-ethnic-studies.txt,"October 7, 2023",23,bias,,,,"While the Jewish community is currently experiencing the consequences of the lack of standards and infusion of bias into ethnic studies, other vulnerable communities are at risk of facing similar situations if standards are not swiftly implemented."
Democratic Assembly,20250224-state-legislators-introduce-bill-create-curriculum-standards-ethnic-studies.txt,"October 7, 2023",36,bias,,,,"Strong, clear standards will prevent bias and hate from taking root and ensure ethnic studies creates understanding, respect, and compassion not just inside the classroom, but across our communities.'"
Democratic Assembly,20250225-ab-13-reforms-california-public-utilities-commission.txt,,3,fairness,,,,"“We need to ensure that decisions affecting their utilities are made with fairness, transparency, and accountability, prioritizing affordability for Californians.”"
Democratic Assembly,20250307-assemblymember-chris-ward-introduces-information-practices-reform-act-2025.txt,,8,fairness,,,,Ensuring fairness in pricing is not just about economic justice—it is about preventing a new form of digital exploitation.”
Democratic Assembly,20250307-assemblymember-chris-ward-introduces-information-practices-reform-act-2025.txt,,19,facial recognition,,,,"“Companies have used technology for decades to maximize profits at the expense of consumers, and with the introduction of tools like digital shelf tags and facial recognition, prices could change minute to minute."
Democratic Assembly,20250317-assemblymember-patels-bill-updating-library-standards-advances-out-assembly.txt,"July 1, 2028",4,artificial intelligence,,,,"Under the current standards, adopted more than a decade ago, digital tools and technologies such as smartphones, social media platforms, and artificial intelligence are not included in the curriculum."
Democratic Assembly,20250317-assemblymember-patels-bill-updating-library-standards-advances-out-assembly.txt,"July 1, 2028",5,ai,,,,"This gap leaves educators and administrators without clear guidance on addressing critical issues like online safety, media literacy, disinformation, and AI literacy—challenges that significantly affect students’ academic success, career success, and critical thinking to navigate the digital world."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",9,ai,,,,"in support of AB 412, the AI Copyright Transparency Act, ahead of its first legislative hearing."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",10,artificial intelligence; genai,,,,"The bill, which has received widespread support from content creators, seeks to increase transparency around the use of copyrighted materials to train generative artificial intelligence (GenAI) models."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",11,genai,,,,"AB 412 speaks to growing concerns that GenAI developers are training models using copyrighted works—including art, music, voice recordings, scripts, and performances—without notifying or obtaining consent from the owners of those copyright."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",12,genai,,,,"AB 412 requires GenAI developers to disclose when copyrighted materials are used to train GenAI, enabling copyright owners to protect their intellectual property."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",16,ai; fairness,,,,"""AI is an incredibly powerful tool, but it must be built on a foundation of fairness and transparency."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",19,genai,,,,"These organizations represent artists, actors, and voice professionals whose work is being used to train GenAI models without credit or compensation."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",28,ai; generative ai,,,,"“For years now the work of countless artists, like myself, were taken without our consent, credit, nor our compensation to train Generative AI models, which then compete directly with us in our own markets."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",33,fairness,,,,"Vital steps like these, allow California creatives – the backbone of our enviable cultural economy – to vindicate their rights, and bring fairness back into the equation."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",37,genai,,,,"“as the people behind iconic and beloved characters in TV, animation, film, video games, and more, voice actors stand to lose their livelihood and more with the advancement of GenAI."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",39,ai,,,,"AB 412, The AI Copyright Transparency Act, would give copyright holders the ability to take action against those who use their copyrighted materials without their permission."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",40,genai,,,,"AB 412 is an important step toward giving all creators more control over how their work is used in GenAI, and it is for this reason that The National Association of Voice Actors (NAVA) is a proud co-sponsor of this bill.”"
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",41,ai,,,,Key Provisions of AB 412: The AI Copyright Transparency Act
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",43,genai,,,,– Requires GenAI developers to provide copyright owners with information about how their copyrighted materials are being used to train GenAI models.
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",49,ai,,,,"Since its introduction, AB 412 has gained overwhelming support from creators—artists, musicians, writers, and voice actors—who have called for greater protections against AI-driven exploitation."
Democratic Assembly,20250318-assemblymember-bauer-kahan-and-creative-industry-leaders-urge-action-ai.txt,"March 18, 2025",53,fairness,,,,"""Creators are demanding fairness, and their voices are being heard."""
Democratic Assembly,20250401-new-bill-bans-unfair-junk-fees-renters.txt,,10,fairness,,,,“AB 1248 ensures fairness by making sure the rent tenants agree to is the rent they actually pay.
Democratic Assembly,20250401-new-bill-bans-unfair-junk-fees-renters.txt,,31,fairness,,,,"This is a crucial step toward fairness in California’s rental market, eliminating unpredictable fees and ensuring renters are protected from misleading pricing tactics."
Democratic Assembly,20250408-california-latino-legislative-caucus-announces-ab-1303-valencia-priority.txt,,3,fairness,,,,"AB 1303 removes barriers to applying for California LifeLine by clarifying that a Social Security Number (SSN) is not required, ensuring fairness and access for eligible residents."
Democratic Assembly,20250408-california-latino-legislative-caucus-announces-ab-1303-valencia-priority.txt,,6,fairness,,,,"""AB 1303 is about fairness, security, and accessibility, ensuring all Californians can stay connected without unnecessary hurdles."""
Democratic Assembly,20250421-ab-1414-advances-fairness-and-affordability-renters.txt,,7,fairness,,,,“AB 1414 is about fairness.
Democratic Assembly,20250422-assemblymember-dr-lashae-sharp-collins-unveils-bold-legislative-package.txt,,3,fairness,,,,"The package includes three bills—AB 1279, AB 802, and AB 785—that collectively promote fairness, accountability, and opportunity for young people entangled in the justice system."
Democratic Assembly,20250422-assemblymember-dr-lashae-sharp-collins-unveils-bold-legislative-package.txt,,12,fairness,,,,AB 1279 restores fairness to a deeply flawed system.”
Democratic Assembly,20250429-papan-bill-boost-renewable-energy-data-centers-unanimously-approved.txt,,7,artificial intelligence,,,,"This figure is projected to rise to 12% by 2028, driven in part by the increasing demand for cloud services and artificial intelligence applications.​"
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,10,artificial intelligence,,,,"The bills address pressing challenges in reproductive privacy, artificial intelligence, digital transparency, and public utility accountability—demonstrating the Assemblymember’s continued commitment to advancing equity and consumer protections for Californians."
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,12,ai,,,,AB 1064 – Leading Ethical AI Development for Kids Act
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,13,ai,,,,takes on one of the most urgent and unsettling challenges in today’s tech landscape: the use of AI on and around children.
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,15,ai,,,,"AB 1064 responds to the alarming rise of emotionally manipulative “companion AI” chatbots, which simulate trusted friendships or mental health guidance and can draw children into disturbingly realistic—and at times explicit—conversations."
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,19,ai,,,,"“Our kids are being exposed to powerful, emotionally intelligent AI with no oversight and no guardrails,” said Assemblymember Bauer-Kahan."
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,21,ai,,,,"AB 1064 creates the LEAD for Kids Standards Board, the first oversight body of its kind, to regulate AI systems used by or marketed to children."
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,28,ai,,,,"In presenting the bill, Assemblymember Bauer-Kahan emphasized the urgent need for transparency and oversight in AI systems used for hiring, workplace monitoring, and benefits eligibility."
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,29,ai,,,,"“Thirty-two of the top fifty AI companies are based in California,”"
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,32,ai; automated decision,,,,“We have both the responsibility and the opportunity to lead the way in making technology work for—not against—everyday people.” Automated decision systems—commonly powered by AI—analyze large amounts of data to make or assist in decisions that significantly impact people’s lives.
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,39,fairness,,,,"While some of these systems may offer real benefits, like improving efficiency or identifying talent, we must ensure they don’t come at the cost of fairness and equal opportunity."
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,64,fairness,,,,"increases transparency and sustainability in California’s growing tech infrastructure by requiring large data centers to report energy use, meet new efficiency standards, and ensure fairness in electricity rate structures."
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,79,automated decision,,,,Protects individuals from discrimination by requiring developers and users to assess automated decision systems (ADSs) prior to being released to the public.
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,80,ai,,,,AB 1064 – Leading Ethical AI Development for Kids Act
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,83,ai; artificial intelligence,,,,Protects children and promotes the development of safe artificial intelligence (AI) systems by establishing the Leading Ethical AI Development (LEAD) Standards Board within the Government Operations Agency to implement a risk-based regulatory scheme for AI systems used by or on children
Democratic Assembly,20250501-assemblymember-bauer-kahan-bills-advance-committee-hearings-tackling.txt,,106,ai,,,,"Creates transparency and efficiency requirements for large AI models and data centers, and protects ratepayers from increased energy costs."
Democratic Assembly,20250501-new-bill-cracks-down-predatory-dmv-scams.txt,,27,fairness,,,,Haney said AB 1190 is a critical step in restoring trust and fairness for Californians trying to access essential government services online.
Democratic Assembly,20250512-california-assembly-passes-groundbreaking-legislation-hold-social-media.txt,,3,algorithms,,,,"""AB 2 is a necessary step to finally compel the industry to take responsibility for the damage their algorithms and design choices are causing to our kids."""
Democratic Assembly,20250512-california-assembly-passes-groundbreaking-legislation-hold-social-media.txt,,14,algorithm,,,,"She missed years of school, friendships and milestones because an algorithm decided that her desire to be ‘healthy’ was an opportunity to push toxic content,” Neveen Radwan, a mother from San Jose"
Democratic Assembly,20250513-assemblymember-wards-surveillance-pricing-protection-act-moves-senate.txt,,8,fairness,,,,Ensuring fairness in pricing is not just about economic justice—it is about preventing a new form of digital exploitation.”
Democratic Assembly,20250513-assemblymember-wards-surveillance-pricing-protection-act-moves-senate.txt,,19,facial recognition,,,,"“Companies have used technology for decades to maximize profits at the expense of consumers, and with the introduction of tools like digital shelf tags and facial recognition, prices could change minute to minute."
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,3,ai; artificial intelligence,,,,"House of Representatives Speaker Mike Johnson, Minority Leader Hakeem Jeffries, and the California congressional delegation expressing strong concern to proposed language in the Budget Reconciliation Bill that would enact a 10-year moratorium on state-level enforcement and regulation of artificial intelligence (AI)."
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,5,ai,,,,The letter highlights that California—home to 32 of the world's 50 leading AI companies—has taken a thoughtful approach to AI regulation that seeks to foster innovation while protecting consumers.
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,6,ai,,,,"""We are incredibly proud to stand together across party lines to champion responsible AI innovation,"""
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,9,ai,,,,The federal government shouldn't tie states' hands for an entire decade when we're just beginning to understand AI's potential and its risks.
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,10,ai,,,,"California has demonstrated that thoughtful regulation can protect consumers while fostering a thriving AI ecosystem."""
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,12,ai,,,,"The legislators specifically express concern about the moratorium's impact on states' ability to address numerous AI-related harms, including:"
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,13,ai,,,,The rapid proliferation of AI-generated child sexual abuse materials
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,14,ai,,,,AI-generated deepfake nude images of minors circulating in schools
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,16,ai; algorithms,,,,AI algorithms exposing young people to violent pornography
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,17,ai,,,,"Several of these legislative efforts have received bipartisan support, underscoring the shared concern about the risks AI poses to children and vulnerable communities."
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,18,ai,,,,"The letter emphasizes that in the absence of federal AI legislation, states must retain their constitutional authority to protect their citizens from AI-related harms."
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,23,artificial intelligence,,,,"""We recognize the undesirability of a 'patchwork' of disparate state regulations, and we support targeted, smart regulation of high-risk artificial intelligence systems at the federal level,"" the legislators write."
Democratic Assembly,20250520-bipartisan-coalition-defends-californias-role-responsible-ai-innovation.txt,,24,ai,,,,"""We urge you to pursue a collaborative approach, where federal and state governments craft a robust AI regulatory framework."""
Democratic Assembly,20250521-asm-wicks-announces-partnership-state-library-support-work-california.txt,,33,openai,,,,OpenAI appreciates the opportunity to collaborate on this important project.
Democratic Assembly,20250521-asm-wicks-announces-partnership-state-library-support-work-california.txt,,34,ai,,,,A strong press is essential to a healthy democracy and this effort extends our commitment to help news organizations harness AI in ways that deliver real-world benefits for Californians.
Democratic Assembly,20250521-asm-wicks-announces-partnership-state-library-support-work-california.txt,,35,openai,,,,"”-- Chris Lehane, Vice President of Global Affairs, OpenAI"
Democratic Assembly,20250521-assemblymember-hart-recognizes-immigrant-legal-defense-center-california.txt,,6,fairness,,,,"""Their commitment to justice, fairness, and dignity for all reflects the very best of what nonprofit service can be."
Democratic Assembly,20250521-assemblymember-hart-recognizes-immigrant-legal-defense-center-california.txt,,11,fairness,,,,"This recognition strengthens our resolve to keep showing up, to keep defending, and to keep believing in a future where fairness and compassion lead the way."""
Democratic Assembly,20250522-zbur-releases-statement-israeli-embassy-staff-members-killed-targeted.txt,"October 7, 2023",12,bias,,,,"While Jewish people make up approximately 3% of California's population, anti-Jewish hate crimes account for over 73% of all hate crimes motivated by religious bias reported in California."
Democratic Assembly,20250528-new-bill-targets-speeding-highway-work-zones-prevent-road-worker-and-driver.txt,,16,fairness,,,,"AB 289 is modeled after successful ASE pilot programs in Malibu and six other cities, with strong safeguards to ensure fairness, transparency, and privacy."
Democratic Assembly,20250528-new-bill-targets-speeding-highway-work-zones-prevent-road-worker-and-driver.txt,,17,facial recognition,,,,"The bill includes 80% fine reductions and $25/month payment plans for low-income drivers, bans facial recognition and driver photos, and limits data use."
Democratic Assembly,20250602-assembly-passes-ab-325-crack-down-algorithmic-price-fixing-protecting.txt,,1,algorithms,,,,"Today, the California State Assembly passed AB 325, a landmark bill authored by Majority Leader Cecilia Aguiar-Curry (D-Winters), to modernize California’s antitrust laws and confront the growing threat of digital price fixing algorithms that artificially inflate prices for everyday goods and services."
Democratic Assembly,20250602-assembly-passes-ab-325-crack-down-algorithmic-price-fixing-protecting.txt,,6,algorithms,,,,"AB 325 closes legal loopholes that have allowed companies to use pricing algorithms to coordinate prices in secret, harming consumers and small businesses."
Democratic Assembly,20250602-assembly-passes-ab-325-crack-down-algorithmic-price-fixing-protecting.txt,,12,ai,,,,"CEO and Founder of TechEquity Catherine Bracy says, “Corporations like grocery stores and Wall Street landlords are using AI to squeeze as much money as possible out of everyday people."
Democratic Assembly,20250602-assembly-passes-ab-325-crack-down-algorithmic-price-fixing-protecting.txt,,14,ai,,,,"Director of Economic Security California Action, Teri Olle affirmed, ""When big businesses misuse AI to fix prices and pad their profits, costs skyrocket."
Democratic Assembly,20250602-assembly-passes-ab-325-crack-down-algorithmic-price-fixing-protecting.txt,,16,algorithms,,,,"Senior Legal Counsel at the American Economic Liberties Project, Lee Hepner says, “Price fixing algorithms have enabled widespread, illegal cartels across our economy and have flourished under a loophole in existing law."
Democratic Assembly,20250602-assembly-passes-ab-325-crack-down-algorithmic-price-fixing-protecting.txt,,20,algorithms,,,,"Department of Justice (DOJ) in suing a major property management software firm and several landlords, claiming their pricing algorithms inflated rents and limited housing access during the state’s housing crisis."
Democratic Assembly,20250602-assembly-passes-ab-325-crack-down-algorithmic-price-fixing-protecting.txt,,22,ai,,,,"“AB 325 shows California is working to protect our people and ensure a competitive marketplace for all so AI isn’t misused to jack-up prices,” concludes Aguiar-Curry."
Democratic Assembly,20250602-papan-bill-streamline-review-housing-elements-approved-state-assembly.txt,,12,fairness,,,,"""This bill is about accountability and fairness,"" said Assemblymember Papan."
Democratic Assembly,20250603-california-assembly-passes-ab-65-provide-paid-pregnancy-leave-public-school.txt,,20,fairness,,,,"“This legislation is not just necessary, it’s a matter of fairness."
Democratic Assembly,20250603-relief-near-californians-struggling-high-utility-bills.txt,,17,fairness,,,,"By requiring prompt reporting on major decisions like rate hikes, this bill gives the Legislature—and the public—the tools they need to push for transparency and fairness,” said Loretta Lynch, former President of the California Public Utilities Commission."
Democratic Assembly,20250604-assembly-passes-assemblymember-patels-bill-increase-cal-grant-financial-aid.txt,,11,fairness,,,,“AB 402 restores fairness to the Cal Grant system and removes barriers that have prevented low-income students from accessing schools where they can thrive.”
Democratic Assembly,20250604-assembly-passes-assemblymember-patels-bill-increase-cal-grant-financial-aid.txt,,13,fairness,,,,"“AB 402 restores fairness to the Cal Grant program and expands access for low-income, first-generation, and nontraditional students,” said Kristen Soares, President of AICCU."
Democratic Assembly,20250604-harts-facts-act-2025-advances-senate.txt,,13,bias,,,,"AB 1108 builds on this commitment by ensuring that investigations into in-custody deaths are free from bias or undue influence, particularly in counties where sheriffs also serve as coroners."
Democratic Assembly,20250605-assembly-passes-ab-8-protect-public-health-and-consumer-safety-against.txt,,13,fairness,,,,"“AB 8 provides the comprehensive, science-based framework we need to protect consumers, safeguard youth, restore fairness, and stabilize the legal market."
Democratic Assembly,20250605-assemblymember-mia-bonta-celebrates-legislative-package-focused-creating.txt,,40,ai,,,,– prevents AI from misrepresenting itself as a licensed professional.
Democratic Assembly,20250606-13-bills-authored-assemblymember-bauer-kahan-advance-senate-following.txt,,2,artificial intelligence; automated decision,,,,"The legislation ranges from artificial intelligence safety and automated decision-making transparency to healthcare access, digital privacy protection, menopause coverage, and energy accountability."
Democratic Assembly,20250606-13-bills-authored-assemblymember-bauer-kahan-advance-senate-following.txt,,7,ai,,,,AB 412 - AI Training Data Transparency
Democratic Assembly,20250606-13-bills-authored-assemblymember-bauer-kahan-advance-senate-following.txt,,8,ai; generative ai,,,,"This legislation increases transparency around generative AI development by requiring developers to disclose to copyright owners when their copyrighted materials have been used to train AI systems, ensuring creators can exercise their rights over their intellectual property."
Democratic Assembly,20250606-13-bills-authored-assemblymember-bauer-kahan-advance-senate-following.txt,,12,ai,,,,AB 621 - AI-Generated Non-Consensual Intimate Images
Democratic Assembly,20250606-13-bills-authored-assemblymember-bauer-kahan-advance-senate-following.txt,,13,ai,,,,"Passed unanimously, this legislation strengthens civil enforcement mechanisms against websites that use AI to create deep-fake nude images without consent, addressing a growing threat to privacy and safety, particularly for women and girls."
Democratic Assembly,20250606-13-bills-authored-assemblymember-bauer-kahan-advance-senate-following.txt,,15,automated decision,,,,"This comprehensive bill establishes necessary guardrails for automated decision systems (ADS) used in consequential decisions affecting housing, employment, healthcare, and criminal justice."
Democratic Assembly,20250606-13-bills-authored-assemblymember-bauer-kahan-advance-senate-following.txt,,17,ai,,,,AB 1064 – Leading Ethical AI Development for Kids
Democratic Assembly,20250606-13-bills-authored-assemblymember-bauer-kahan-advance-senate-following.txt,,18,ai,,,,"This groundbreaking legislation takes urgent action to protect children from dangerous AI applications, including emotionally manipulative ""companion"" chatbots."
Democratic Assembly,20250606-13-bills-authored-assemblymember-bauer-kahan-advance-senate-following.txt,,19,ai,,,,AB 1064 prohibits harmful AI products that target children and ensures transparency and consent when children's data is used to train AI systems.
Democratic Assembly,20250606-13-bills-authored-assemblymember-bauer-kahan-advance-senate-following.txt,,23,ai,,,,"creates transparency around energy use by AI data centers and prevents grid development costs from being passed onto ratepayers, protecting Californians from bearing the additional costs of AI development."
Democratic Assembly,20250606-13-bills-authored-assemblymember-bauer-kahan-advance-senate-following.txt,,34,ai,,,,"""From AI safety to healthcare access, these 13 bills work together to address the most pressing challenges facing our communities today."""
Democratic Assembly,20250618-ward-highlights-need-ban-surveillance-pricing-san-diego-press-conference.txt,,8,fairness,,,,AB 446 is about fairness and transparency.
Democratic Assembly,20250618-ward-highlights-need-ban-surveillance-pricing-san-diego-press-conference.txt,,29,algorithms; fairness,,,,AB 446 ensures fairness at the register and protects working families from being targeted by profit-hungry algorithms.
